date,platform,campaign_name,ad_set,country,impressions,reach,clicks,likes,comments,shares,conversions,ad_spend,revenue,CTR,Engagement rate,ROI
04-11-2025,Facebook,Product Launch,Adults,Australia,46689,34129,3922,498,23,390,400,765.76,326.4,8.40%,1.95%,-57.38%
06-11-2025,Instagram,Brand Awareness,Youth,USA,36398,30305,1229,2396,275,754,247,887.06,3750.49,3.38%,9.41%,322.80%
06-11-2025,Instagram,Product Launch,Adults,Australia,23432,11055,1138,1238,341,231,424,489.93,2293.02,4.86%,7.72%,368.03%
06-11-2025,Instagram,Product Launch,Students,Canada,36371,24924,3080,562,379,46,259,317.74,3243.16,8.47%,2.71%,920.70%
07-11-2025,Instagram,Festive Sale,Professionals,Australia,37110,28974,4609,2841,54,232,104,111.8,1397.63,12.42%,8.43%,1150.12%
12-11-2025,Instagram,Festive Sale,Professionals,Australia,18551,21637,1916,2820,396,771,130,556.26,3291.42,10.33%,21.49%,491.71%
12-11-2025,Facebook,Festive Sale,Youth,USA,39871,16132,1245,1267,92,146,275,338.59,136.95,3.12%,3.77%,-59.55%
12-11-2025,Instagram,Festive Sale,Youth,UK,35775,38992,1808,2804,469,645,476,472.33,2160.09,5.05%,10.95%,357.33%
13-11-2025,Instagram,Product Launch,Professionals,India,45115,34534,3252,850,18,345,338,915.52,614.11,7.21%,2.69%,-32.92%
14-11-2025,Facebook,Festive Sale,Youth,Australia,12110,15145,1827,1555,50,62,470,643.16,1174.6,15.09%,13.77%,82.63%
14-11-2025,Facebook,Lead Generation,Adults,Australia,29129,11264,3277,1497,241,502,9,26.37,3593.46,11.25%,7.69%,13527.08%
15-11-2025,Facebook,Product Launch,Students,Australia,7391,6841,1775,1710,67,492,51,973.79,2533.43,24.02%,30.70%,160.16%
15-11-2025,Instagram,Product Launch,Adults,Australia,15141,25776,1801,509,474,465,468,961.25,2404.47,11.89%,9.56%,150.14%
15-11-2025,Instagram,Brand Awareness,Students,India,9738,33626,3791,550,149,174,451,671.18,439.97,38.93%,8.96%,-34.45%
16-11-2025,Facebook,Lead Generation,Adults,UK,10271,24325,3514,2537,457,93,69,936.6,1515.16,34.21%,30.06%,61.77%
17-11-2025,Instagram,Product Launch,Youth,India,48975,38976,490,2646,348,549,62,789.09,595.87,1.00%,7.23%,-24.49%
18-11-2025,Facebook,Product Launch,Students,UK,36967,30683,989,190,450,697,197,20.13,4795.99,2.68%,3.62%,23725.09%
19-11-2025,Instagram,Lead Generation,Adults,Australia,49146,28484,130,2560,170,156,207,490.64,4773.06,0.26%,5.87%,872.82%
19-11-2025,Instagram,Brand Awareness,Professionals,Canada,10174,38007,228,547,39,26,34,724.41,4069.11,2.24%,6.02%,461.71%
20-11-2025,Instagram,Lead Generation,Youth,Canada,18451,5698,4510,1846,167,467,412,862,182.51,24.44%,13.44%,-78.83%
20-11-2025,Facebook,Brand Awareness,Adults,Australia,20187,821,3131,302,328,212,306,546.68,2514.79,15.51%,4.17%,360.01%
21-11-2025,Instagram,Brand Awareness,Professionals,India,11860,8410,4880,2247,427,740,212,473.19,2173.4,41.15%,28.79%,359.31%
22-11-2025,Instagram,Brand Awareness,Students,USA,12221,36557,3875,329,13,496,432,58.56,4476.43,31.71%,6.86%,7544.18%
23-11-2025,Facebook,Festive Sale,Adults,India,33886,8633,3480,1467,49,347,411,213.2,226.37,10.27%,5.50%,6.18%
27-11-2025,Instagram,Lead Generation,Adults,UK,10269,13204,4694,2504,317,289,445,394.17,1987.1,45.71%,30.29%,404.12%
28-11-2025,Facebook,Lead Generation,Youth,Canada,21045,29995,3209,2068,321,46,34,285.14,4709.04,15.25%,11.57%,1551.48%
29-11-2025,Facebook,Brand Awareness,Adults,UK,33479,1881,2561,2401,86,372,319,633.34,2740.27,7.65%,8.54%,332.67%
29-11-2025,Instagram,Product Launch,Adults,Australia,44194,2579,4954,2275,13,295,61,245.88,1905.52,11.21%,5.84%,674.98%
29-11-2025,Instagram,Festive Sale,Students,Canada,25918,33780,2834,2039,155,244,202,958.93,1062.9,10.93%,9.41%,10.84%
30-11-2025,Facebook,Brand Awareness,Professionals,Canada,43624,21116,4742,1922,270,386,17,487.71,172.05,10.87%,5.91%,-64.72%
30-11-2025,Instagram,Brand Awareness,Youth,Canada,35474,24523,1716,1349,96,336,402,201.99,973.46,4.84%,5.02%,381.93%
30-11-2025,Facebook,Product Launch,Adults,UK,35812,7354,4590,2843,66,83,298,419.51,3912.12,12.82%,8.35%,832.55%
02-12-2025,Instagram,Brand Awareness,Professionals,UK,32528,13681,1280,1632,174,462,78,84.6,2639.73,3.94%,6.97%,3020.25%
03-12-2025,Instagram,Festive Sale,Youth,Australia,4332,34490,1179,1187,131,552,74,971.69,1559.43,27.22%,43.17%,60.49%
04-12-2025,Facebook,Product Launch,Students,UK,36525,8656,1915,529,227,244,148,979.63,3465.46,5.24%,2.74%,253.75%
07-12-2025,Instagram,Brand Awareness,Students,Canada,23906,16843,1935,1216,177,292,46,699.3,466.34,8.09%,7.05%,-33.31%
09-12-2025,Facebook,Lead Generation,Professionals,USA,16627,34789,3413,2794,284,615,288,139.15,3721.22,20.53%,22.21%,2574.25%
09-12-2025,Facebook,Brand Awareness,Youth,UK,35178,16938,1494,1423,367,356,259,968.93,970.52,4.25%,6.10%,0.16%
09-12-2025,Facebook,Lead Generation,Youth,UK,15444,27005,1752,1811,204,70,140,677.29,2531.1,11.34%,13.50%,273.71%
10-12-2025,Instagram,Lead Generation,Adults,USA,2462,4615,2553,2099,25,516,426,822.91,1445.04,103.70%,107.23%,75.60%
10-12-2025,Instagram,Lead Generation,Students,UK,40132,19558,2818,575,463,176,447,685.93,1515.96,7.02%,3.03%,121.01%
10-12-2025,Facebook,Festive Sale,Professionals,Australia,13458,31669,543,2408,103,299,79,316.92,2030.74,4.03%,20.88%,540.77%
12-12-2025,Instagram,Festive Sale,Adults,Canada,7997,3538,2144,1770,219,743,110,285.92,2733.08,26.81%,34.16%,855.89%
13-12-2025,Instagram,Lead Generation,Adults,India,29948,38379,130,771,163,25,466,851.05,3084.61,0.43%,3.20%,262.45%
14-12-2025,Facebook,Lead Generation,Professionals,Australia,8853,23798,617,1225,55,182,451,821.86,711.11,6.97%,16.51%,-13.48%
14-12-2025,Instagram,Festive Sale,Adults,Australia,23469,29886,961,21,256,368,241,62.44,450.31,4.09%,2.75%,621.19%
14-12-2025,Facebook,Brand Awareness,Adults,Canada,10145,4093,979,2120,367,192,183,276.11,4198.84,9.65%,26.41%,1420.71%
14-12-2025,Instagram,Brand Awareness,Students,Canada,2502,22171,2417,1541,368,731,53,432.7,4395.81,96.60%,105.52%,915.90%
15-12-2025,Facebook,Product Launch,Adults,USA,18392,31736,2590,243,21,608,412,337.01,4483.56,14.08%,4.74%,1230.39%
17-12-2025,Instagram,Brand Awareness,Students,USA,38494,31097,4798,2527,263,122,271,780.77,1420.66,12.46%,7.56%,81.96%
18-12-2025,Facebook,Lead Generation,Professionals,Australia,17149,20413,1412,1064,123,446,186,104.58,3408.77,8.23%,9.52%,3159.49%
19-12-2025,Instagram,Brand Awareness,Youth,Australia,13817,3213,521,1971,132,510,463,912.64,2040.64,3.77%,18.91%,123.60%
20-12-2025,Instagram,Brand Awareness,Adults,USA,38480,29653,2414,2732,479,289,137,456.12,2158.7,6.27%,9.10%,373.27%
21-12-2025,Instagram,Festive Sale,Adults,USA,40422,11194,4073,12,278,489,484,933.93,4935.17,10.08%,1.93%,428.43%
23-12-2025,Instagram,Festive Sale,Youth,Australia,6724,27242,1390,1561,285,37,413,81.59,448.19,20.67%,28.00%,449.32%
24-12-2025,Facebook,Product Launch,Professionals,Australia,32390,36999,3922,2532,388,665,151,74.12,1459.25,12.11%,11.07%,1868.77%
25-12-2025,Instagram,Product Launch,Students,India,38045,18920,2091,792,167,39,267,197.13,543.32,5.50%,2.62%,175.62%
26-12-2025,Facebook,Lead Generation,Adults,USA,1731,36753,3251,2980,402,482,42,667.13,70.3,187.81%,223.22%,-89.46%
26-12-2025,Instagram,Product Launch,Professionals,USA,21914,3368,3820,2312,382,8,196,532.03,3377.52,17.43%,12.33%,534.84%
27-12-2025,Instagram,Product Launch,Professionals,Australia,3410,1608,196,1350,161,353,158,24.68,1938.13,5.75%,54.66%,7753.04%
27-12-2025,Instagram,Brand Awareness,Adults,USA,21175,21408,1611,332,10,305,194,960.41,1364.4,7.61%,3.06%,42.06%
29-12-2025,Instagram,Brand Awareness,Adults,UK,18587,14303,198,2578,471,309,183,454.47,1696.64,1.07%,18.07%,273.32%
29-12-2025,Instagram,Lead Generation,Youth,Canada,17667,3486,4402,1915,109,275,277,548.45,1548.64,24.92%,13.01%,182.37%
30-12-2025,Facebook,Lead Generation,Students,Canada,39990,34132,2051,288,411,330,123,902.21,2131.66,5.13%,2.57%,136.27%
30-12-2025,Instagram,Brand Awareness,Students,Australia,46763,866,1487,845,359,70,122,906.43,4216.37,3.18%,2.72%,365.16%
31-12-2025,Facebook,Brand Awareness,Youth,USA,48761,30282,2999,427,338,505,254,524.89,3315,6.15%,2.60%,531.56%
